,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,loan
904,Emanuel Emegha,Centre-Forward,19,900k,Belgium,Jupiler Pro League,Royal Antwerp FC,Austria,Bundesliga,SK Sturm Graz,3.24,False
905,Isak Hien,Centre-Back,23,1.0,Sweden,Allsvenskan,Djurgårdens IF,Italy,Serie A,Hellas Verona,3.2,False
906,Manu García,Attacking Midfield,24,3.0,Spain,LaLiga SmartBank,Sporting Gijón,Greece,Super League 1,Aris Thessaloniki,3.2,False
907,João Klauss,Centre-Forward,25,3.0,Germany,Bundesliga,TSG 1899 Hoffenheim,United States,Without League,St. Louis CITY SC,3.2,False
908,Vakoun Bayo,Centre-Forward,25,3.2,Belgium,Jupiler Pro League,KAA Gent,Belgium,Jupiler Pro League,R Charleroi SC,1.5,False
909,Ebrima Colley,Right Winger,22,3.2,Italy,Serie A,Atalanta BC,Türkiye,Süper Lig,Fatih Karagümrük,50k,True
910,Cédric Brunner,Right-Back,28,3.2,Germany,2. Bundesliga,Arminia Bielefeld,Germany,Bundesliga,FC Schalke 04,0,False
911,Enrico Del Prato,Right-Back,22,2.0,Italy,Serie A,Atalanta BC,Italy,Serie B,Parma Calcio 1913,3.15,False
912,Sékou Mara,Centre-Forward,19,3.0,France,Ligue 2,FC Girondins Bordeaux,England,Premier League,Southampton FC,11.5,False
913,Hugo Cuypers,Centre-Forward,25,3.0,Belgium,Jupiler Pro League,KV Mechelen,Belgium,Jupiler Pro League,KAA Gent,4.6,False
914,Arkadiusz Reca,Left-Back,27,3.0,Italy,Serie A,Atalanta BC,Italy,Serie A,Spezia Calcio,3.9,False
915,Ishaq Abdulrazak,Central Midfield,20,3.0,Sweden,Allsvenskan,IFK Norrköping,Belgium,Jupiler Pro League,RSC Anderlecht,3.0,False
916,Roberto Fernández,Centre-Back,22,1.3,Paraguay,Primera División Clausura,Club Guaraní,Russia,Premier Liga,Dynamo Moscow,3.0,False
917,Osman Bukari,Right Winger,23,3.0,Belgium,Jupiler Pro League,KAA Gent,Serbia,Super liga Srbije,Red Star Belgrade,3.0,False
918,Nicolai Vallys,Attacking Midfield,25,1.5,Denmark,Superliga,Silkeborg IF,Denmark,Superliga,Bröndby IF,3.0,False
919,Mamadou Coulibaly,Central Midfield,23,2.5,Italy,Serie A,Udinese Calcio,Italy,Serie A,US Salernitana 1919,3.0,False
920,Robert Ljubicic,Central Midfield,22,2.5,Austria,Bundesliga,Rapid Vienna,Croatia,SuperSport HNL,GNK Dinamo Zagreb,3.0,False
921,Matthew Hoppe,Centre-Forward,21,1.0,Spain,LaLiga,RCD Mallorca,England,Championship,Middlesbrough FC,3.0,False
922,Jean-Eudes Aholou,Defensive Midfield,28,3.0,Monaco,Ligue 1,AS Monaco,France,Ligue 1,RC Strasbourg Alsace,3.0,False
923,Liberato Cacace,Left-Back,21,2.5,Belgium,Jupiler Pro League,Sint-Truidense VV,Italy,Serie A,FC Empoli,3.0,False
924,Lucas Fasson,Centre-Back,21,1.5,Brazil,Série A,Club Athletico Paranaense,Russia,Premier Liga,Lokomotiv Moscow,3.0,False
925,Mario Mitaj,Left-Back,19,500k,Greece,Super League 1,AEK Athens,Russia,Premier Liga,Lokomotiv Moscow,3.0,False
926,Bafodé Diakité,Right-Back,21,3.0,France,Ligue 1,FC Toulouse,France,Ligue 1,LOSC Lille,3.0,False
927,Thierno Baldé,Right-Back,20,2.0,France,Ligue 1,Paris Saint-Germain,France,Ligue 1,ESTAC Troyes,3.0,False
928,Arijanet Muric,Goalkeeper,23,2.6,England,Premier League,Manchester City,England,Championship,Burnley FC,3.0,False
929,Rasmus Carstensen,Right-Back,21,1.5,Denmark,Superliga,Silkeborg IF,Belgium,Jupiler Pro League,KRC Genk,3.0,False
930,Matías Palacios,Attacking Midfield,20,2.0,Switzerland,Super League,FC Basel 1893,United Arab Emirates,UAE Pro League,Al-Ain FC,3.0,False
931,Luca Valzania,Central Midfield,26,1.2,Italy,Serie A,Atalanta BC,Italy,Serie A,US Cremonese,3.0,False
932,Luca Zanimacchia,Right Winger,23,2.0,Italy,Serie C-A,Juventus Next Gen,Italy,Serie A,US Cremonese,3.0,False
933,Gui Guedes,Central Midfield,20,500k,Portugal,Liga Portugal,Vitória Guimarães SC,Spain,LaLiga,UD Almería,3.0,False
934,Matteo Tramoni,Left Winger,22,2.2,Italy,Serie B,Cagliari Calcio,Italy,Serie B,Pisa Sporting Club,3.0,False
935,Marcel Tisserand,Centre-Back,29,2.8,Türkiye,Süper Lig,Fenerbahce,Saudi Arabia,Saudi Pro League,Al-Ettifaq FC,3.0,False
936,Vivaldo Semedo,Centre-Forward,17,0,Portugal,Without League,Sporting CP U17,Italy,Primavera 1,Udinese Primavera,3.0,False
937,Lukas Lerager,Central Midfield,28,3.0,Italy,Serie B,Genoa CFC,Denmark,Superliga,FC Copenhagen,2.7,False
938,Matt Clarke,Centre-Back,25,3.0,England,Premier League,Brighton & Hove Albion,England,Championship,Middlesbrough FC,2.6,False
939,Hrvoje Smolcic,Centre-Back,21,3.0,Croatia,SuperSport HNL,HNK Rijeka,Germany,Bundesliga,Eintracht Frankfurt,2.5,False
940,Antonio Colak,Centre-Forward,28,3.0,Greece,Super League 1,PAOK Thessaloniki,Scotland,Premiership,Rangers FC,2.5,False
941,Nathan,Right-Back,20,3.0,Portugal,Liga Portugal,Boavista FC,Brazil,Série A,Santos FC,2.0,False
942,Adama Traoré,Right Winger,27,3.0,Moldova,Super Liga,FC Sheriff Tiraspol,Hungary,NB I.,Ferencvárosi TC,2.0,False
943,Rochinha,Left Winger,27,3.0,Portugal,Liga Portugal,Vitória Guimarães SC,Portugal,Liga Portugal,Sporting CP,2.0,False
944,Philip Zinckernagel,Left Winger,27,3.0,England,Championship,Watford FC,Greece,Super League 1,Olympiacos Piraeus,2.0,False
945,Ben Malango,Centre-Forward,28,3.0,United Arab Emirates,UAE Pro League,Sharjah FC,Qatar,Stars League,Qatar SC,2.0,False
946,Cédric Hountondji,Centre-Back,28,3.0,France,Ligue 1,Clermont Foot 63,France,Ligue 1,Angers SCO,2.0,False
947,László Bénes,Central Midfield,24,3.0,Germany,Bundesliga,Borussia Mönchengladbach,Germany,2. Bundesliga,Hamburger SV,1.5,False
948,Abdul Mumin,Centre-Back,24,3.0,Portugal,Liga Portugal,Vitória Guimarães SC,Spain,LaLiga,Rayo Vallecano,1.5,False
949,Moreto Cassamá,Central Midfield,24,3.0,France,Ligue 1,Stade Reims,Cyprus,Protathlima Cyta,Omonia Nicosia,1.5,False
950,Nikolay Komlichenko,Centre-Forward,27,3.0,Russia,Premier Liga,Dynamo Moscow,Russia,Premier Liga,FK Rostov,1.5,False
951,Nicolás Díaz,Left-Back,23,3.0,Mexico,Liga MX Apertura,Mazatlán FC,Mexico,Liga MX Apertura,Club Tijuana,1.37,False
952,Eric Martel,Defensive Midfield,20,3.0,Germany,Bundesliga,RB Leipzig,Germany,Bundesliga,1.FC Köln,1.2,False
953,Monchu,Central Midfield,22,3.0,Spain,LaLiga SmartBank,Granada CF,Spain,LaLiga,Real Valladolid CF,1.2,False
954,Petar Stojanović,Right-Back,26,3.0,Croatia,SuperSport HNL,GNK Dinamo Zagreb,Italy,Serie A,FC Empoli,1.2,False
955,Aleksandar Pesic,Centre-Forward,30,3.0,Türkiye,Süper Lig,Fatih Karagümrük,Serbia,Super liga Srbije,Red Star Belgrade,1.0,False
956,Jasper Cillessen,Goalkeeper,33,3.0,Spain,LaLiga,Valencia CF,Netherlands,Eredivisie,NEC Nijmegen,1.0,False
957,Julen Lobete,Centre-Forward,21,3.0,Spain,Primera Federación - Gr. II,Real Sociedad B,Spain,LaLiga,Celta de Vigo,1.0,False
958,Abdelhamid Sabiri,Attacking Midfield,25,3.0,Italy,Serie B,Ascoli Calcio,Italy,Serie A,UC Sampdoria,1.0,False
959,Abdou Harroui,Central Midfield,24,3.0,Netherlands,Eredivisie,Sparta Rotterdam,Italy,Serie A,US Sassuolo,1.0,False
960,Julian Gressel,Right Midfield,28,3.0,United States,MLS,D.C. United,Canada,MLS,Vancouver Whitecaps FC,890k,False
961,Ajdin Hrustić,Attacking Midfield,26,3.0,Germany,Bundesliga,Eintracht Frankfurt,Italy,Serie A,Hellas Verona,500k,False
962,Mickaël Malsa,Defensive Midfield,26,3.0,Spain,LaLiga SmartBank,Levante UD,Spain,LaLiga,Real Valladolid CF,500k,False
963,Sebastiano Luperto,Centre-Back,25,3.0,Italy,Serie A,SSC Napoli,Italy,Serie A,FC Empoli,500k,True
964,Sam Lammers,Centre-Forward,25,3.0,Italy,Serie A,Atalanta BC,Italy,Serie A,FC Empoli,500k,True
965,Rodrigo Dourado,Defensive Midfield,28,3.0,Brazil,Série A,Sport Club Internacional,Mexico,Liga MX Apertura,Atlético de San Luis,500k,False
966,Julián Carranza,Centre-Forward,22,3.0,United States,MLS,Inter Miami CF,United States,MLS,Philadelphia Union,455k,False
967,Abdoulaye Seck,Centre-Back,30,3.0,Belgium,Jupiler Pro League,Royal Antwerp FC,Israel,Ligat ha'Al,Maccabi Haifa,390k,False
968,Alexander Schwolow,Goalkeeper,30,3.0,Germany,Bundesliga,Hertha BSC,Germany,Bundesliga,FC Schalke 04,300k,True
969,Mario González,Centre-Forward,26,3.0,Portugal,Liga Portugal,SC Braga,Belgium,Jupiler Pro League,Oud-Heverlee Leuven,250k,True
970,João Novais,Central Midfield,29,3.0,Portugal,Liga Portugal,SC Braga,United Arab Emirates,UAE Pro League,Al-Bataeh CSC,125k,False
971,Viktor Kovalenko,Attacking Midfield,26,3.0,Italy,Serie A,Atalanta BC,Italy,Serie A,Spezia Calcio,100k,True
972,Kristian Pedersen,Left-Back,27,3.0,England,Championship,Birmingham City,Germany,Bundesliga,1.FC Köln,0,False
973,Jayden Braaf,Left Winger,19,3.0,England,Premier League 2,Manchester City U21,Germany,3. Liga,Borussia Dortmund II,0,False
974,Aurélio Buta,Right-Back,25,3.0,Belgium,Jupiler Pro League,Royal Antwerp FC,Germany,Bundesliga,Eintracht Frankfurt,0,False
975,Víctor Mollejo,Left Winger,21,3.0,Spain,LaLiga,Atlético de Madrid,Spain,LaLiga SmartBank,Real Zaragoza,0,True
976,Tyler Morton,Defensive Midfield,19,3.0,England,Premier League 2,Liverpool FC U21,England,Championship,Blackburn Rovers,0,True
977,Modibo Sagnan,Centre-Back,23,3.0,Spain,LaLiga,Real Sociedad,Netherlands,Eredivisie,FC Utrecht,0,True
978,Keita Baldé,Centre-Forward,27,3.0,Italy,Serie B,Cagliari Calcio,Russia,Premier Liga,Spartak Moscow,0,False
979,Jacob Rasmussen,Centre-Back,25,3.0,Italy,Serie A,ACF Fiorentina,Netherlands,Eredivisie,Feyenoord Rotterdam,0,True
980,Julen Lobete,Centre-Forward,21,3.0,Spain,LaLiga,Celta de Vigo,Netherlands,Eredivisie,RKC Waalwijk,0,True
981,Rubén Blanco,Goalkeeper,26,3.0,Spain,LaLiga,Celta de Vigo,France,Ligue 1,Olympique Marseille,0,True
982,Güven Yalçın,Centre-Forward,23,3.0,Türkiye,Süper Lig,Besiktas JK,Italy,Serie B,Genoa CFC,0,False
983,Edouard Michut,Central Midfield,19,3.0,France,Ligue 1,Paris Saint-Germain,England,Championship,Sunderland AFC,0,True
984,James McAtee,Central Midfield,19,3.0,England,Premier League 2,Manchester City U21,England,Championship,Sheffield United,0,True
985,Sergio Camello,Centre-Forward,21,3.0,Spain,LaLiga,Atlético de Madrid,Spain,LaLiga,Rayo Vallecano,0,True
986,Jarrad Branthwaite,Centre-Back,20,3.0,England,Premier League,Everton FC,Netherlands,Eredivisie,PSV Eindhoven,0,True
987,Matteo Cancellieri,Right Winger,20,3.0,Italy,Serie A,Hellas Verona,Italy,Serie A,SS Lazio,0,True
988,Aaron Ramsey,Central Midfield,31,3.0,Italy,Serie A,Juventus FC,France,Ligue 1,OGC Nice,0,False
989,Joe Bryan,Left-Back,28,3.0,England,Premier League,Fulham FC,France,Ligue 1,OGC Nice,0,True
990,Josip Drmic,Centre-Forward,29,3.0,England,Championship,Norwich City,Croatia,SuperSport HNL,GNK Dinamo Zagreb,0,False
991,Gabriel Slonina,Goalkeeper,18,3.0,England,Premier League,Chelsea FC,United States,MLS,Chicago Fire FC,0,True
992,Toni Borevkovic,Centre-Back,25,3.0,Portugal,Liga Portugal,Vitória Guimarães SC,Croatia,SuperSport HNL,HNK Hajduk Split,0,True
993,Gabriel Vidovic,Left Winger,18,3.0,Germany,Bundesliga,Bayern Munich,Netherlands,Eredivisie,Vitesse Arnhem,0,True
994,Radoslaw Majecki,Goalkeeper,22,3.0,Monaco,Ligue 1,AS Monaco,Belgium,Jupiler Pro League,Cercle Brugge ,0,True
995,Heitor,Right-Back,21,3.0,Brazil,Série A,Sport Club Internacional,Belgium,Jupiler Pro League,Cercle Brugge ,0,True
996,Jean Marcelin,Centre-Back,22,3.0,Monaco,Ligue 1,AS Monaco,Belgium,Jupiler Pro League,Cercle Brugge ,0,True
997,Adryelson,Centre-Back,24,3.0,Brazil,Série B,Sport Club do Recife,Brazil,Série A,Botafogo de Futebol e Regatas,0,False
998,Nahuel Bustos,Centre-Forward,24,3.0,England,Premier League,Manchester City,Brazil,Série A,São Paulo Futebol Clube,0,True
999,Jaden Philogene,Left Winger,20,3.0,England,Premier League,Aston Villa,Wales,Championship,Cardiff City,0,True
1000,Ryan Giles,Left-Back,22,3.0,England,Premier League,Wolverhampton Wanderers,England,Championship,Middlesbrough FC,0,True
1001,Darragh Lenihan,Centre-Back,28,3.0,England,Championship,Blackburn Rovers,England,Championship,Middlesbrough FC,0,False
1002,In-beom Hwang,Central Midfield,25,3.0,Russia,1.League,Rubin Kazan,Greece,Super League 1,Olympiacos Piraeus,0,False
1003,Marcelo,Left-Back,34,3.0,Spain,LaLiga,Real Madrid,Greece,Super League 1,Olympiacos Piraeus,0,False
1004,Mattia Destro,Centre-Forward,31,3.0,Italy,Serie B,Genoa CFC,Italy,Serie A,FC Empoli,0,False
1005,Boschilia,Attacking Midfield,26,3.0,Brazil,Série A,Sport Club Internacional,Brazil,Série A,Coritiba Foot Ball Club,0,False
1006,Kristoffer Olsson,Central Midfield,27,3.0,Belgium,Jupiler Pro League,RSC Anderlecht,Denmark,Superliga,FC Midtjylland,0,True
1007,Jesé,Left Winger,29,3.0,Spain,LaLiga SmartBank,UD Las Palmas,Türkiye,Süper Lig,MKE Ankaragücü,0,False
1008,Emre Kılınç,Left Winger,28,3.0,Türkiye,Süper Lig,Galatasaray,Türkiye,Süper Lig,MKE Ankaragücü,0,True
1009,Gonçalo Paciência,Centre-Forward,28,3.0,Germany,Bundesliga,Eintracht Frankfurt,Spain,LaLiga,Celta de Vigo,0,False
1010,Faitout Maouassa,Left-Back,23,3.0,Belgium,Jupiler Pro League,Club Brugge KV,France,Ligue 1,Montpellier HSC,0,True
1011,Okay Yokuşlu,Defensive Midfield,28,3.0,Spain,LaLiga,Celta de Vigo,England,Championship,West Bromwich Albion,0,False
1012,Neto,Goalkeeper,33,3.0,Spain,LaLiga,FC Barcelona,England,Premier League,AFC Bournemouth,0,False
1013,Evann Guessand,Centre-Forward,21,3.0,France,Ligue 1,OGC Nice,France,Ligue 1,FC Nantes,0,True
1014,Wladimiro Falcone,Goalkeeper,27,3.0,Italy,Serie A,UC Sampdoria,Italy,Serie A,US Lecce,0,True
1015,Mario Gaspar,Centre-Back,31,3.0,Spain,LaLiga,Villarreal CF,England,Championship,Watford FC,0,False
1016,Charlie Cresswell,Centre-Back,19,3.0,England,Premier League,Leeds United,England,Championship,Millwall FC,0,True
1017,Ignacio Pussetto,Right Winger,26,3.0,England,Championship,Watford FC,Italy,Serie A,UC Sampdoria,0,True
1018,Tino Anjorin,Attacking Midfield,20,3.0,England,Premier League 2,Chelsea FC U21,England,Championship,Huddersfield Town,0,True
1019,Michal Helik,Centre-Back,26,3.0,England,League One,Barnsley FC,England,Championship,Huddersfield Town,0,False
1020,Halil Dervişoğlu,Centre-Forward,22,3.0,England,Premier League,Brentford FC,England,Championship,Burnley FC,0,True
1021,Ally Samatta,Centre-Forward,29,3.0,Türkiye,Süper Lig,Fenerbahce,Belgium,Jupiler Pro League,KRC Genk,0,True
1022,Yvan Neyou,Defensive Midfield,25,3.0,France,Ligue 2,AS Saint-Étienne,Spain,LaLiga SmartBank,CD Leganés,0,True
1023,Hernani,Central Midfield,28,3.0,Italy,Serie B,Parma Calcio 1913,Italy,Serie B,Reggina 1914,0,True
1024,Gautier Larsonneur,Goalkeeper,25,3.0,France,Ligue 1,Stade Brestois 29,France,Ligue 2,Valenciennes FC,0,True
1025,Maximiliano Romero,Centre-Forward,23,3.0,Netherlands,Eredivisie,PSV Eindhoven,Argentina,Liga Profesional,Racing Club,0,True
1026,Gonçalo Esteves,Right-Back,18,3.0,Portugal,Liga Portugal,Sporting CP,Portugal,Liga Portugal,GD Estoril Praia,0,True
1027,James Léa Siliki,Central Midfield,26,3.0,France,Ligue 1,Stade Rennais FC,Portugal,Liga Portugal,GD Estoril Praia,0,False
1028,Gonzalo Maroni,Attacking Midfield,23,3.0,Argentina,Liga Profesional,CA Boca Juniors,Argentina,Liga Profesional,CA San Lorenzo de Almagro,0,True
1029,Milan Gajic,Right-Back,26,3.0,Serbia,Super liga Srbije,Red Star Belgrade,Russia,Premier Liga,CSKA Moscow,0,False
1030,Carlos Izquierdoz,Centre-Back,33,3.0,Argentina,Liga Profesional,CA Boca Juniors,Spain,LaLiga SmartBank,Sporting Gijón,0,False
1031,Wahid Faghir,Centre-Forward,19,3.0,Germany,Bundesliga,VfB Stuttgart,Denmark,Superliga,FC Nordsjaelland,0,True
1032,João Figueiredo,Left Winger,26,3.0,United Arab Emirates,UAE Pro League,Al-Wasl SC,Türkiye,Süper Lig,Gaziantep FK,0,False
1033,Martín Benítez,Attacking Midfield,28,3.0,Argentina,Liga Profesional,CA Independiente,Brazil,Série A,América Futebol Clube (MG),0,True
1034,Philip Zinckernagel,Left Winger,27,3.0,Greece,Super League 1,Olympiacos Piraeus,Belgium,Jupiler Pro League,Standard Liège,0,True
1035,Romário Baró,Central Midfield,22,3.0,Portugal,Liga Portugal,FC Porto,Portugal,Liga Portugal,Casa Pia AC,0,True
1036,Houboulang Mendes,Right-Back,24,3.0,France,Ligue 1,FC Lorient,Spain,LaLiga,UD Almería,0,False
1037,Fabrizio Angileri,Left-Back,28,3.0,Argentina,Liga Profesional,CA River Plate,Spain,LaLiga,Getafe CF,0,False
1038,Michael Estrada,Centre-Forward,26,3.0,Mexico,Liga MX Apertura,Deportivo Toluca,Mexico,Liga MX Apertura,CD Cruz Azul,0,True
1039,Metinho,Central Midfield,19,3.0,France,Ligue 1,ESTAC Troyes,Belgium,Challenger Pro League,Lommel SK,0,True
1040,In-beom Hwang,Central Midfield,25,3.0,Russia,1.League,Rubin Kazan,"Korea, South",K League 1,FC Seoul,0,True
1041,Matteo Ricci,Defensive Midfield,28,3.0,Italy,Serie B,Frosinone Calcio,Türkiye,Süper Lig,Fatih Karagümrük,0,True
1042,Bersant Celina,Attacking Midfield,25,3.0,France,Ligue 2,Dijon FCO,Türkiye,Süper Lig,Kasimpasa,0,True
1043,Ivan Cavaleiro,Left Winger,28,3.0,England,Premier League,Fulham FC,Türkiye,Süper Lig,Alanyaspor,0,True
1044,Ahmed Hassan,Centre-Forward,29,3.0,Greece,Super League 1,Olympiacos Piraeus,Türkiye,Süper Lig,Alanyaspor,0,True
1045,Manu Vallejo,Second Striker,25,3.0,Spain,LaLiga,Valencia CF,Spain,LaLiga,Girona FC,0,False
1046,Óscar Melendo,Attacking Midfield,24,3.0,Spain,LaLiga,RCD Espanyol Barcelona,Spain,LaLiga SmartBank,Granada CF,0,False
1047,Jean-David Beauguel,Centre-Forward,30,3.0,Czech Republic,Fortuna Liga,FC Viktoria Plzen,Saudi Arabia,Saudi Pro League,Al-Wehda FC,0,False
1048,Gareth Bale,Right Winger,32,3.0,Spain,LaLiga,Real Madrid,United States,MLS,Los Angeles FC,0,False
1049,Merlin Röhl,Central Midfield,20,800k,Germany,3. Liga,FC Ingolstadt 04,Germany,Bundesliga,SC Freiburg,2.9,False
1050,Arthur Gomes,Left Winger,24,1.5,Portugal,Liga Portugal,GD Estoril Praia,Portugal,Liga Portugal,Sporting CP,2.9,False
1051,Scott Twine,Attacking Midfield,22,0,England,League One,Milton Keynes Dons,England,Championship,Burnley FC,2.9,False
1052,Marcelo Allende,Attacking Midfield,23,1.6,Uruguay,Primera División Clausura,Montevideo City Torque,South Africa,DStv Premiership,Mamelodi Sundowns FC,2.9,False
1053,Alex Teixeira,Attacking Midfield,32,2.9,Türkiye,Süper Lig,Besiktas JK,Brazil,Série B,Clube de Regatas Vasco da Gama,0,False
1054,Pedro Pereira,Right-Back,24,2.3,Portugal,Liga Portugal,SL Benfica,Italy,Serie A,AC Monza,2.87,False
1055,Renzo López,Centre-Forward,28,800k,Uruguay,Primera División Clausura,Club Plaza Colonia,Argentina,Liga Profesional,CA Central Córdoba (SdE),2.86,False
1056,Luca Pfeiffer,Centre-Forward,25,2.0,Denmark,Superliga,FC Midtjylland,Germany,Bundesliga,VfB Stuttgart,2.85,False
1057,Byron Castillo,Right-Back,27,2.8,Ecuador,Serie A Segunda Etapa,Barcelona SC Guayaquil,Mexico,Liga MX Apertura,Club León FC,2.85,False
1058,Mario Balotelli,Centre-Forward,32,2.8,Türkiye,Süper Lig,Adana Demirspor,Switzerland,Super League,FC Sion,2.62,False
1059,Tayyip Talha Sanuç,Centre-Back,22,2.8,Türkiye,Süper Lig,Adana Demirspor,Türkiye,Süper Lig,Besiktas JK,1.5,False
1060,Gustavo Henrique,Centre-Back,29,2.8,Brazil,Série A,CR Flamengo,Türkiye,Süper Lig,Fenerbahce,1.4,True
1061,Amar Rahmanovic,Attacking Midfield,28,2.8,Türkiye,Süper Lig,Konyaspor,Russia,Premier Liga,Krylya Sovetov Samara,750k,False
1062,Raúl Moro,Left Winger,19,2.8,Italy,Serie A,SS Lazio,Italy,Serie B,Ternana Calcio,330k,True
1063,Sean Klaiber,Right-Back,28,2.8,Netherlands,Eredivisie,Ajax Amsterdam,Netherlands,Eredivisie,FC Utrecht,0,False
1064,Fabio Depaoli,Right-Back,25,2.8,Italy,Serie A,UC Sampdoria,Italy,Serie A,Hellas Verona,0,True
1065,Birger Verstraete,Defensive Midfield,28,2.8,Belgium,Jupiler Pro League,Royal Antwerp FC,Belgium,Jupiler Pro League,KV Mechelen,0,True
1066,Sam Larsson,Left Winger,29,2.8,China,Super League,Dalian Professional,Türkiye,Süper Lig,Antalyaspor,0,False
1067,Panagiotis Retsos,Centre-Back,24,2.8,Italy,Serie A,Hellas Verona,Greece,Super League 1,Olympiacos Piraeus,0,True
1068,Carel Eiting,Central Midfield,24,2.8,England,Championship,Huddersfield Town,Netherlands,Eredivisie,FC Volendam,0,False
1069,Nacer Chadli,Left Winger,33,2.8,Türkiye,Süper Lig,Basaksehir FK,Belgium,Jupiler Pro League,KVC Westerlo,0,True
1070,Yvon Mvogo,Goalkeeper,28,2.8,Germany,Bundesliga,RB Leipzig,France,Ligue 1,FC Lorient,0,False
1071,Lautaro Morales,Goalkeeper,22,2.8,Argentina,Liga Profesional,Club Atlético Lanús,Argentina,Liga Profesional,CA Newell's Old Boys,0,True
1072,Juan Ignacio Méndez,Central Midfield,25,2.8,Argentina,Liga Profesional,CA Talleres,Argentina,Liga Profesional,CA San Lorenzo de Almagro,0,False
1073,Armando Izzo,Centre-Back,30,2.8,Italy,Serie A,Torino FC,Italy,Serie A,AC Monza,0,True
1074,Ilzat Akhmetov,Attacking Midfield,24,2.8,Russia,Premier Liga,CSKA Moscow,Russia,Premier Liga,FK Krasnodar,0,False
1075,Leonardo Mancuso,Centre-Forward,30,2.7,Italy,Serie A,FC Empoli,Italy,Serie A,AC Monza,2.79,False
1076,Mattia Valoti,Central Midfield,28,2.0,Italy,Serie B,SPAL,Italy,Serie A,AC Monza,2.75,False
1077,Yoann Cathline,Left Winger,20,400k,France,Ligue 2,EA Guingamp,France,Ligue 1,FC Lorient,2.7,False
1078,Achraf Dari,Centre-Back,23,1.8,Morocco,Botola Pro Inwi,Wydad Casablanca,France,Ligue 1,Stade Brestois 29,2.7,False
1079,Fousseni Diabaté,Right Winger,26,2.7,Türkiye,Süper Lig,Trabzonspor,Serbia,Super liga Srbije,FK Partizan Belgrade,30k,False
1080,Assan Ceesay,Centre-Forward,28,2.7,Switzerland,Super League,FC Zürich,Italy,Serie A,US Lecce,0,False
1081,Leonardo Mancuso,Centre-Forward,30,2.7,Italy,Serie A,AC Monza,Italy,Serie B,Como 1907,0,True
1082,Sofiane Hanni,Attacking Midfield,31,2.7,Qatar,Stars League,Al-Gharafa SC,Qatar,Stars League,Al-Ahli SC,0,False
1083,Emmanuel Agbadou,Centre-Back,25,2.5,Belgium,Jupiler Pro League,KAS Eupen,France,Ligue 1,Stade Reims,2.6,False
1084,Borja Garcés,Centre-Forward,22,2.6,Spain,LaLiga,Atlético de Madrid,Spain,LaLiga SmartBank,CD Tenerife,0,True
1085,Ben Davies,Centre-Back,26,2.5,England,Premier League,Liverpool FC,Scotland,Premiership,Rangers FC,4.7,False
1086,Giacomo Vrioni,Centre-Forward,23,2.5,Italy,Serie A,Juventus FC,United States,MLS,New England Revolution,3.66,False
1087,Kilian Fischer,Right-Back,21,2.0,Germany,2. Bundesliga,1.FC Nuremberg,Germany,Bundesliga,VfL Wolfsburg,2.5,False
1088,Diego Valencia,Centre-Forward,22,900k,Chile,Primera División,CD Universidad Católica,Italy,Serie A,US Salernitana 1919,2.5,False
1089,Thijs Dallinga,Centre-Forward,21,1.1,Netherlands,Eredivisie,Excelsior Rotterdam,France,Ligue 1,FC Toulouse,2.5,False
1090,Joel Pohjanpalo,Centre-Forward,27,2.5,Germany,Bundesliga,Bayer 04 Leverkusen,Italy,Serie B,Venezia FC,2.5,False
1091,Alex Santana,Central Midfield,27,2.0,Bulgaria,efbet Liga,Ludogorets Razgrad,Brazil,Série A,Club Athletico Paranaense,2.5,False
1092,Marko Rakonjac,Centre-Forward,22,1.5,Serbia,Super liga Srbije,FK Cukaricki,Russia,Premier Liga,Lokomotiv Moscow,2.5,False
1093,Zian Flemming,Attacking Midfield,23,2.0,Netherlands,Eredivisie,Fortuna Sittard,England,Championship,Millwall FC,2.5,False
1094,Tiago Volpi,Goalkeeper,31,2.5,Brazil,Série A,São Paulo Futebol Clube,Mexico,Liga MX Apertura,Deportivo Toluca,2.5,False
1095,Víctor Méndez,Central Midfield,22,2.3,Chile,Primera División,Unión Española,Russia,Premier Liga,CSKA Moscow,2.5,False
1096,Jordy Caicedo,Centre-Forward,24,2.0,Bulgaria,efbet Liga,CSKA-Sofia,Mexico,Liga MX Apertura,Tigres UANL,2.5,False
1097,Mickaël Biron,Centre-Forward,24,900k,Belgium,Jupiler Pro League,KV Oostende,Belgium,Challenger Pro League,RWD Molenbeek,2.5,False
1098,Harry Toffolo,Left-Back,26,2.5,England,Championship,Huddersfield Town,England,Premier League,Nottingham Forest,2.4,False
1099,Mauro Laínez,Left Winger,26,2.5,Mexico,Liga MX Apertura,CF América,Mexico,Liga MX Apertura,FC Juárez,2.36,False
1100,Marcus Ingvartsen,Centre-Forward,26,2.5,Germany,Bundesliga,1.FC Union Berlin,Germany,Bundesliga,1.FSV Mainz 05,2.3,False
1101,William Böving,Centre-Forward,19,2.5,Denmark,Superliga,FC Copenhagen,Austria,Bundesliga,SK Sturm Graz,2.2,False
1102,Thomas Ouwejan,Left-Back,25,2.5,Netherlands,Eredivisie,AZ Alkmaar,Germany,Bundesliga,FC Schalke 04,2.0,False
