,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,loan
215,Mohamed-Ali Cho,Left Winger,18,15.0,France,Ligue 1,Angers SCO,Spain,LaLiga,Real Sociedad,13.0,False
216,Orel Mangala,Central Midfield,24,15.0,Germany,Bundesliga,VfB Stuttgart,England,Premier League,Nottingham Forest,13.0,False
217,Breel Embolo,Centre-Forward,25,15.0,Germany,Bundesliga,Borussia Mönchengladbach,Monaco,Ligue 1,AS Monaco,12.5,False
218,Pierre-Emerick Aubameyang,Centre-Forward,33,15.0,Spain,LaLiga,FC Barcelona,England,Premier League,Chelsea FC,12.0,False
219,Nick Pope,Goalkeeper,30,15.0,England,Championship,Burnley FC,England,Premier League,Newcastle United,11.5,False
220,Mattias Svanberg,Central Midfield,23,15.0,Italy,Serie A,Bologna FC 1909,Germany,Bundesliga,VfL Wolfsburg,9.5,False
221,Jonathan Clauss,Right-Back,29,15.0,France,Ligue 1,RC Lens,France,Ligue 1,Olympique Marseille,7.5,False
222,Arthur Theate,Centre-Back,22,15.0,Belgium,Jupiler Pro League,KV Oostende,Italy,Serie A,Bologna FC 1909,6.75,False
223,Konstantinos Mavropanos,Centre-Back,24,15.0,England,Premier League,Arsenal FC,Germany,Bundesliga,VfB Stuttgart,3.2,False
224,Fábio Silva,Centre-Forward,20,15.0,England,Premier League,Wolverhampton Wanderers,Belgium,Jupiler Pro League,RSC Anderlecht,0,True
225,Nuno Tavares,Left-Back,22,15.0,England,Premier League,Arsenal FC,France,Ligue 1,Olympique Marseille,0,True
226,Amad Diallo,Right Winger,20,15.0,England,Premier League,Manchester United,England,Championship,Sunderland AFC,0,True
227,Harry Winks,Defensive Midfield,26,15.0,England,Premier League,Tottenham Hotspur,Italy,Serie A,UC Sampdoria,0,True
228,Alexandre Lacazette,Centre-Forward,31,15.0,England,Premier League,Arsenal FC,France,Ligue 1,Olympique Lyon,0,False
229,Corentin Tolisso,Central Midfield,27,15.0,Germany,Bundesliga,Bayern Munich,France,Ligue 1,Olympique Lyon,0,False
230,Justin Kluivert,Left Winger,23,15.0,Italy,Serie A,AS Roma,Spain,LaLiga,Valencia CF,0,True
231,Emmanuel Dennis,Left Winger,24,14.0,England,Championship,Watford FC,England,Premier League,Nottingham Forest,14.8,False
232,Djed Spence,Right-Back,21,8.0,England,Championship,Middlesbrough FC,England,Premier League,Tottenham Hotspur,14.7,False
233,Diego Rossi,Left Winger,24,14.5,United States,MLS,Los Angeles FC,Türkiye,Süper Lig,Fenerbahce,5.5,False
234,Gavin Bazunu,Goalkeeper,20,5.0,England,Premier League 2,Manchester City U21,England,Premier League,Southampton FC,14.0,False
235,Mohamed Bayo,Centre-Forward,24,12.0,France,Ligue 1,Clermont Foot 63,France,Ligue 1,LOSC Lille,14.0,False
236,Marcão,Centre-Back,26,14.0,Türkiye,Süper Lig,Galatasaray,Spain,LaLiga,Sevilla FC,13.0,False
237,Sebastian Szymanski,Attacking Midfield,23,14.0,Russia,Premier Liga,Dynamo Moscow,Netherlands,Eredivisie,Feyenoord Rotterdam,2.0,True
238,Wout Weghorst,Centre-Forward,29,14.0,England,Championship,Burnley FC,Türkiye,Süper Lig,Besiktas JK,0,True
239,Walter Benítez,Goalkeeper,29,14.0,France,Ligue 1,OGC Nice,Netherlands,Eredivisie,PSV Eindhoven,0,False
240,Kayky,Right Winger,19,14.0,England,Premier League 2,Manchester City U21,Portugal,Liga Portugal,FC Paços de Ferreira,0,True
241,Yangel Herrera,Central Midfield,24,14.0,England,Premier League,Manchester City,Spain,LaLiga,Girona FC,0,True
242,Jason Denayer,Centre-Back,27,14.0,France,Ligue 1,Olympique Lyon,United Arab Emirates,UAE Pro League,Shabab Al-Ahli Club,0,False
243,Fredrik Aursnes,Defensive Midfield,26,12.0,Netherlands,Eredivisie,Feyenoord Rotterdam,Portugal,Liga Portugal,SL Benfica,13.0,False
244,Lucas Gourna-Douath,Defensive Midfield,18,10.0,France,Ligue 2,AS Saint-Étienne,Austria,Bundesliga,Red Bull Salzburg,13.0,False
245,Mattia Viti,Centre-Back,20,7.0,Italy,Serie A,FC Empoli,France,Ligue 1,OGC Nice,13.0,False
246,Salih Özcan,Defensive Midfield,24,13.0,Germany,Bundesliga,1.FC Köln,Germany,Bundesliga,Borussia Dortmund,5.0,False
247,James Rodríguez,Attacking Midfield,31,13.0,Qatar,Stars League,Al-Rayyan SC,Greece,Super League 1,Olympiacos Piraeus,0,False
248,Calvin Stengs,Attacking Midfield,23,13.0,France,Ligue 1,OGC Nice,Belgium,Jupiler Pro League,Royal Antwerp FC,0,True
249,Ethan Ampadu,Defensive Midfield,21,13.0,England,Premier League,Chelsea FC,Italy,Serie A,Spezia Calcio,0,True
250,Jørgen Strand Larsen,Centre-Forward,22,6.0,Netherlands,Eredivisie,FC Groningen,Spain,LaLiga,Celta de Vigo,12.4,False
251,Pau López,Goalkeeper,27,12.0,Italy,Serie A,AS Roma,France,Ligue 1,Olympique Marseille,12.0,False
252,Marc Roca,Defensive Midfield,25,7.0,Germany,Bundesliga,Bayern Munich,England,Premier League,Leeds United,12.0,False
253,Alexis Beka Beka,Defensive Midfield,21,3.0,Russia,Premier Liga,Lokomotiv Moscow,France,Ligue 1,OGC Nice,12.0,False
254,Stanley Nsoki,Centre-Back,23,7.0,Belgium,Jupiler Pro League,Club Brugge KV,Germany,Bundesliga,TSG 1899 Hoffenheim,12.0,False
255,Chris Richards,Centre-Back,22,7.5,Germany,Bundesliga,Bayern Munich,England,Premier League,Crystal Palace,12.0,False
256,Agustín Álvarez,Centre-Forward,21,4.0,Uruguay,Primera División Clausura,CA Peñarol,Italy,Serie A,US Sassuolo,12.0,False
257,Luís Maximiano,Goalkeeper,23,12.0,Spain,LaLiga SmartBank,Granada CF,Italy,Serie A,SS Lazio,10.5,False
258,Luiz Henrique,Right Winger,21,12.0,Brazil,Série A,Fluminense Football Club,Spain,LaLiga,Real Betis Balompié,10.4,False
259,Gabriel Veron,Right Winger,19,12.0,Brazil,Série A,Sociedade Esportiva Palmeiras,Portugal,Liga Portugal,FC Porto,10.34,False
260,Willian José,Centre-Forward,30,12.0,Spain,LaLiga,Real Sociedad,Spain,LaLiga,Real Betis Balompié,10.0,False
261,Owen Wijndal,Left-Back,22,12.0,Netherlands,Eredivisie,AZ Alkmaar,Netherlands,Eredivisie,Ajax Amsterdam,10.0,False
262,Marko Grujic,Defensive Midfield,26,12.0,England,Premier League,Liverpool FC,Portugal,Liga Portugal,FC Porto,9.0,False
263,Samuele Ricci,Defensive Midfield,20,12.0,Italy,Serie A,FC Empoli,Italy,Serie A,Torino FC,8.5,False
264,Billy Gilmour,Defensive Midfield,21,12.0,England,Premier League,Chelsea FC,England,Premier League,Brighton & Hove Albion,8.3,False
265,Angelo Fulgini,Attacking Midfield,25,12.0,France,Ligue 1,Angers SCO,Germany,Bundesliga,1.FSV Mainz 05,6.0,False
266,Fábio Carvalho,Attacking Midfield,19,12.0,England,Premier League,Fulham FC,England,Premier League,Liverpool FC,5.9,False
267,João Pedro,Centre-Forward,30,12.0,Italy,Serie B,Cagliari Calcio,Türkiye,Süper Lig,Fenerbahce,4.68,False
268,Idrissa Gueye,Central Midfield,32,12.0,France,Ligue 1,Paris Saint-Germain,England,Premier League,Everton FC,4.0,False
269,Sérgio Oliveira,Central Midfield,30,12.0,Portugal,Liga Portugal,FC Porto,Türkiye,Süper Lig,Galatasaray,3.0,False
270,Maxi Gómez,Centre-Forward,26,12.0,Spain,LaLiga,Valencia CF,Türkiye,Süper Lig,Trabzonspor,3.0,False
271,Andrea Petagna,Centre-Forward,27,12.0,Italy,Serie A,SSC Napoli,Italy,Serie A,AC Monza,2.5,True
272,Boulaye Dia,Centre-Forward,25,12.0,Spain,LaLiga,Villarreal CF,Italy,Serie A,US Salernitana 1919,1.0,True
273,Krzysztof Piatek,Centre-Forward,27,12.0,Germany,Bundesliga,Hertha BSC,Italy,Serie A,US Salernitana 1919,1.0,True
274,Răzvan Marin,Central Midfield,26,12.0,Italy,Serie B,Cagliari Calcio,Italy,Serie A,FC Empoli,1.0,True
275,Divock Origi,Centre-Forward,27,12.0,England,Premier League,Liverpool FC,Italy,Serie A,AC Milan,0,False
276,André Onana,Goalkeeper,26,12.0,Netherlands,Eredivisie,Ajax Amsterdam,Italy,Serie A,Inter Milan,0,False
277,Marcos Alonso,Left-Back,31,12.0,England,Premier League,Chelsea FC,Spain,LaLiga,FC Barcelona,0,False
278,Clément Lenglet,Centre-Back,27,12.0,Spain,LaLiga,FC Barcelona,England,Premier League,Tottenham Hotspur,0,True
279,Adnan Januzaj,Right Winger,27,12.0,Spain,LaLiga,Real Sociedad,Spain,LaLiga,Sevilla FC,0,False
280,Ángel Di María,Right Winger,34,12.0,France,Ligue 1,Paris Saint-Germain,Italy,Serie A,Juventus FC,0,False
281,Loïc Badé,Centre-Back,22,12.0,France,Ligue 1,Stade Rennais FC,England,Premier League,Nottingham Forest,0,True
282,Sam Johnstone,Goalkeeper,29,12.0,England,Championship,West Bromwich Albion,England,Premier League,Crystal Palace,0,False
283,Taty Castellanos,Centre-Forward,23,12.0,United States,MLS,New York City FC,Spain,LaLiga,Girona FC,0,True
284,Marcus Tavernier,Left Winger,23,4.5,England,Championship,Middlesbrough FC,England,Premier League,AFC Bournemouth,11.9,False
285,Julio Enciso,Attacking Midfield,18,11.0,Paraguay,Primera División Clausura,Club Libertad Asunción,England,Premier League,Brighton & Hove Albion,11.6,False
286,Armel Bella-Kotchap,Centre-Back,20,10.0,Germany,Bundesliga,VfL Bochum,England,Premier League,Southampton FC,11.0,False
287,Joshua Zirkzee,Centre-Forward,21,11.0,Germany,Bundesliga,Bayern Munich,Italy,Serie A,Bologna FC 1909,8.5,False
288,Matheus Henrique,Central Midfield,24,11.0,Brazil,Série B,Grêmio Foot-Ball Porto Alegrense,Italy,Serie A,US Sassuolo,7.0,False
289,Nicolás Tagliafico,Left-Back,29,11.0,Netherlands,Eredivisie,Ajax Amsterdam,France,Ligue 1,Olympique Lyon,4.2,False
290,Mady Camara,Central Midfield,25,11.0,Greece,Super League 1,Olympiacos Piraeus,Italy,Serie A,AS Roma,1.5,True
291,Flynn Downes,Central Midfield,23,2.0,Wales,Championship,Swansea City,England,Premier League,West Ham United,10.65,False
292,Gabriel Sara,Central Midfield,23,6.5,Brazil,Série A,São Paulo Futebol Clube,England,Championship,Norwich City,10.5,False
293,James Garner,Defensive Midfield,21,7.0,England,Premier League,Manchester United,England,Premier League,Everton FC,10.4,False
294,Sergio Gómez,Left-Back,21,10.0,Belgium,Jupiler Pro League,RSC Anderlecht,England,Premier League,Manchester City,15.0,False
295,Jakub Kaminski,Left Winger,20,10.0,Poland,Ekstraklasa,Lech Poznan,Germany,Bundesliga,VfL Wolfsburg,10.0,False
296,Luis Suárez,Centre-Forward,24,9.0,Spain,LaLiga SmartBank,Granada CF,France,Ligue 1,Olympique Marseille,10.0,False
297,Rúben Vinagre,Left-Back,23,5.0,England,Premier League,Wolverhampton Wanderers,Portugal,Liga Portugal,Sporting CP,10.0,False
298,Giulian Biancone,Centre-Back,22,4.0,France,Ligue 1,ESTAC Troyes,England,Premier League,Nottingham Forest,10.0,False
299,Junya Ito,Right Winger,29,7.5,Belgium,Jupiler Pro League,KRC Genk,France,Ligue 1,Stade Reims,10.0,False
300,Borja Mayoral,Centre-Forward,25,9.0,Spain,LaLiga,Real Madrid,Spain,LaLiga,Getafe CF,10.0,False
301,Ademola Lookman,Second Striker,24,10.0,Germany,Bundesliga,RB Leipzig,Italy,Serie A,Atalanta BC,9.2,False
302,Guglielmo Vicario,Goalkeeper,25,10.0,Italy,Serie B,Cagliari Calcio,Italy,Serie A,FC Empoli,8.5,False
303,Rolando Mandragora,Defensive Midfield,25,10.0,Italy,Serie A,Juventus FC,Italy,Serie A,ACF Fiorentina,8.2,False
304,Joe Aribo,Central Midfield,25,10.0,Scotland,Premiership,Rangers FC,England,Premier League,Southampton FC,7.1,False
305,Ozan Kabak,Centre-Back,22,10.0,Germany,Bundesliga,FC Schalke 04,Germany,Bundesliga,TSG 1899 Hoffenheim,7.0,False
306,Gianluca Caprari,Second Striker,28,10.0,Italy,Serie A,UC Sampdoria,Italy,Serie A,Hellas Verona,5.0,False
307,Kristjan Asllani,Defensive Midfield,20,10.0,Italy,Serie A,FC Empoli,Italy,Serie A,Inter Milan,4.5,True
308,Wilfried Gnonto,Left Winger,18,10.0,Switzerland,Super League,FC Zürich,England,Premier League,Leeds United,4.5,False
309,Mahmoud Trezeguet,Left Winger,27,10.0,England,Premier League,Aston Villa,Türkiye,Süper Lig,Trabzonspor,4.0,False
310,Hugo Duro,Centre-Forward,22,10.0,Spain,LaLiga,Getafe CF,Spain,LaLiga,Valencia CF,4.0,False
311,Michy Batshuayi,Centre-Forward,28,10.0,England,Premier League,Chelsea FC,Türkiye,Süper Lig,Fenerbahce,3.5,False
312,Gianluca Caprari,Second Striker,28,10.0,Italy,Serie A,Hellas Verona,Italy,Serie A,AC Monza,3.2,True
313,Mario Götze,Attacking Midfield,30,10.0,Netherlands,Eredivisie,PSV Eindhoven,Germany,Bundesliga,Eintracht Frankfurt,3.0,False
314,Léo Dubois,Right-Back,27,10.0,France,Ligue 1,Olympique Lyon,Türkiye,Süper Lig,Galatasaray,2.5,False
315,Aster Vranckx,Central Midfield,19,10.0,Germany,Bundesliga,VfL Wolfsburg,Italy,Serie A,AC Milan,2.0,True
316,Alexander Sørloth,Centre-Forward,26,10.0,Germany,Bundesliga,RB Leipzig,Spain,LaLiga,Real Sociedad,1.5,True
317,Mathias Normann,Defensive Midfield,26,10.0,Russia,Premier Liga,FK Rostov,Russia,Premier Liga,Dynamo Moscow,1.0,True
318,Aleksey Miranchuk,Attacking Midfield,26,10.0,Italy,Serie A,Atalanta BC,Italy,Serie A,Torino FC,980k,True
319,Pierluigi Gollini,Goalkeeper,27,10.0,Italy,Serie A,Atalanta BC,Italy,Serie A,ACF Fiorentina,490k,True
320,Nicolò Rovella,Defensive Midfield,20,10.0,Italy,Serie A,Juventus FC,Italy,Serie A,AC Monza,490k,True
321,Alessio Cragno,Goalkeeper,28,10.0,Italy,Serie B,Cagliari Calcio,Italy,Serie A,AC Monza,400k,True
322,Stefan Posch,Right-Back,25,10.0,Germany,Bundesliga,TSG 1899 Hoffenheim,Italy,Serie A,Bologna FC 1909,350k,True
323,Manu Sánchez,Left-Back,21,10.0,Spain,LaLiga,Atlético de Madrid,Spain,LaLiga,CA Osasuna,200k,True
324,Serhou Guirassy,Centre-Forward,26,10.0,France,Ligue 1,Stade Rennais FC,Germany,Bundesliga,VfB Stuttgart,0,True
325,Ivan Perisic,Left Midfield,33,10.0,Italy,Serie A,Inter Milan,England,Premier League,Tottenham Hotspur,0,False
326,Allan,Defensive Midfield,31,10.0,England,Premier League,Everton FC,United Arab Emirates,UAE Pro League,Al-Wahda FC,0,False
327,Ainsley Maitland-Niles,Right Midfield,25,10.0,England,Premier League,Arsenal FC,England,Premier League,Southampton FC,0,True
328,Amine Harit,Attacking Midfield,25,10.0,Germany,Bundesliga,FC Schalke 04,France,Ligue 1,Olympique Marseille,0,True
329,Ander Herrera,Central Midfield,33,10.0,France,Ligue 1,Paris Saint-Germain,Spain,LaLiga,Athletic Bilbao,0,True
330,Alex Mowatt,Central Midfield,27,10.0,England,Championship,West Bromwich Albion,England,Championship,Middlesbrough FC,0,True
331,Cyle Larin,Centre-Forward,27,10.0,Türkiye,Süper Lig,Besiktas JK,Belgium,Jupiler Pro League,Club Brugge KV,0,False
332,Federico Bernardeschi,Right Winger,28,10.0,Italy,Serie A,Juventus FC,Canada,MLS,Toronto FC,0,False
333,Cucho Hernández,Centre-Forward,23,9.0,England,Championship,Watford FC,United States,MLS,Columbus Crew,9.55,False
334,João Victor,Centre-Back,23,8.0,Brazil,Série A,Sport Club Corinthians Paulista,Portugal,Liga Portugal,SL Benfica,9.5,False
335,Ahmetcan Kaplan,Centre-Back,19,2.8,Türkiye,Süper Lig,Trabzonspor,Netherlands,Eredivisie,Ajax Amsterdam,9.5,False
336,Andreas Pereira,Attacking Midfield,26,7.5,England,Premier League,Manchester United,England,Premier League,Fulham FC,9.5,False
337,José Manuel López,Centre-Forward,21,8.0,Argentina,Liga Profesional,Club Atlético Lanús,Brazil,Série A,Sociedade Esportiva Palmeiras,9.5,False
338,Miralem Pjanic,Central Midfield,32,9.5,Spain,LaLiga,FC Barcelona,United Arab Emirates,UAE Pro League,Sharjah FC,0,False
339,Lewis O'Brien,Central Midfield,23,3.5,England,Championship,Huddersfield Town,England,Premier League,Nottingham Forest,9.4,False
340,Alphonse Areola,Goalkeeper,29,8.0,France,Ligue 1,Paris Saint-Germain,England,Premier League,West Ham United,9.3,False
341,Brandon Soppy,Right-Back,20,5.0,Italy,Serie A,Udinese Calcio,Italy,Serie A,Atalanta BC,9.1,False
342,Gabriel Slonina,Goalkeeper,18,3.0,United States,MLS,Chicago Fire FC,England,Premier League,Chelsea FC,9.09,False
343,Christopher Wooh,Centre-Back,20,3.0,France,Ligue 1,RC Lens,France,Ligue 1,Stade Rennais FC,9.0,False
344,Andrea Colpani,Attacking Midfield,23,2.4,Italy,Serie A,Atalanta BC,Italy,Serie A,AC Monza,9.0,False
345,Jhon Lucumí,Centre-Back,24,9.0,Belgium,Jupiler Pro League,KRC Genk,Italy,Serie A,Bologna FC 1909,8.0,False
346,Andreas Cornelius,Centre-Forward,29,9.0,Türkiye,Süper Lig,Trabzonspor,Denmark,Superliga,FC Copenhagen,6.0,False
347,Adam Buksa,Centre-Forward,25,9.0,United States,MLS,New England Revolution,France,Ligue 1,RC Lens,6.0,False
348,Kevin Mbabu,Right-Back,27,9.0,Germany,Bundesliga,VfL Wolfsburg,England,Premier League,Fulham FC,5.5,False
349,Bernd Leno,Goalkeeper,30,9.0,England,Premier League,Arsenal FC,England,Premier League,Fulham FC,3.6,False
350,Kristijan Jakic,Defensive Midfield,25,9.0,Croatia,SuperSport HNL,GNK Dinamo Zagreb,Germany,Bundesliga,Eintracht Frankfurt,3.5,False
351,Anwar El Ghazi,Right Winger,27,9.0,England,Premier League,Aston Villa,Netherlands,Eredivisie,PSV Eindhoven,2.5,False
352,Predrag Rajkovic,Goalkeeper,26,9.0,France,Ligue 1,Stade Reims,Spain,LaLiga,RCD Mallorca,2.0,False
353,Nikola Moro,Defensive Midfield,24,9.0,Russia,Premier Liga,Dynamo Moscow,Italy,Serie A,Bologna FC 1909,1.5,True
354,Ricardo Pepi,Centre-Forward,19,9.0,Germany,Bundesliga,FC Augsburg,Netherlands,Eredivisie,FC Groningen,500k,True
355,Luca Pellegrini,Left-Back,23,9.0,Italy,Serie A,Juventus FC,Germany,Bundesliga,Eintracht Frankfurt,0,True
356,Jean-Philippe Gbamin,Defensive Midfield,26,9.0,England,Premier League,Everton FC,Türkiye,Süper Lig,Trabzonspor,0,True
357,Freddie Woodman,Goalkeeper,25,9.0,England,Premier League,Newcastle United,England,Championship,Preston North End,0,False
358,Óscar Rodríguez,Attacking Midfield,24,9.0,Spain,LaLiga,Sevilla FC,Spain,LaLiga,Celta de Vigo,0,True
359,Unai Núñez,Centre-Back,25,9.0,Spain,LaLiga,Athletic Bilbao,Spain,LaLiga,Celta de Vigo,0,True
360,Ilaix Moriba,Central Midfield,19,9.0,Germany,Bundesliga,RB Leipzig,Spain,LaLiga,Valencia CF,0,True
361,Rafinha,Attacking Midfield,29,9.0,France,Ligue 1,Paris Saint-Germain,Qatar,Stars League,Al-Arabi SC,0,False
362,Portu,Right Winger,30,9.0,Spain,LaLiga,Real Sociedad,Spain,LaLiga,Getafe CF,0,True
363,Paco Alcácer,Centre-Forward,28,9.0,Spain,LaLiga,Villarreal CF,United Arab Emirates,UAE Pro League,Sharjah FC,0,False
364,Malick Thiaw,Centre-Back,21,6.0,Germany,Bundesliga,FC Schalke 04,Italy,Serie A,AC Milan,8.8,False
365,Ritsu Doan,Right Winger,24,8.0,Netherlands,Eredivisie,PSV Eindhoven,Germany,Bundesliga,SC Freiburg,8.5,False
366,Omar Richards,Left-Back,24,7.0,Germany,Bundesliga,Bayern Munich,England,Premier League,Nottingham Forest,8.5,False
367,Giulio Maggiore,Central Midfield,24,8.5,Italy,Serie A,Spezia Calcio,Italy,Serie A,US Salernitana 1919,3.5,False
368,Dávid Hancko,Centre-Back,24,4.5,Czech Republic,Fortuna Liga,AC Sparta Prague,Netherlands,Eredivisie,Feyenoord Rotterdam,8.3,False
369,Jens Petter Hauge,Left Winger,22,8.0,Italy,Serie A,AC Milan,Germany,Bundesliga,Eintracht Frankfurt,8.2,False
370,Vedat Muriqi,Centre-Forward,28,7.0,Italy,Serie A,SS Lazio,Spain,LaLiga,RCD Mallorca,8.02,False
371,Nathan Ngoumou,Right Winger,22,2.5,France,Ligue 1,FC Toulouse,Germany,Bundesliga,Borussia Mönchengladbach,8.0,False
372,Alexander Bah,Right-Back,24,7.0,Czech Republic,Fortuna Liga,SK Slavia Prague,Portugal,Liga Portugal,SL Benfica,8.0,False
373,Nehuén Pérez,Centre-Back,22,6.0,Spain,LaLiga,Atlético de Madrid,Italy,Serie A,Udinese Calcio,8.0,False
374,André Almeida,Central Midfield,22,5.0,Portugal,Liga Portugal,Vitória Guimarães SC,Spain,LaLiga,Valencia CF,8.0,False
375,Simon Adingra,Left Winger,20,1.5,Denmark,Superliga,FC Nordsjaelland,England,Premier League,Brighton & Hove Albion,8.0,False
376,El Bilal Touré,Centre-Forward,20,6.5,France,Ligue 1,Stade Reims,Spain,LaLiga,UD Almería,8.0,False
377,Marcos Antônio,Central Midfield,22,8.0,Ukraine,Premier Liga,Shakhtar Donetsk,Italy,Serie A,SS Lazio,7.5,False
378,Kaiky,Centre-Back,18,8.0,Brazil,Série A,Santos FC,Spain,LaLiga,UD Almería,7.0,False
379,Lucas Alario,Centre-Forward,29,8.0,Germany,Bundesliga,Bayer 04 Leverkusen,Germany,Bundesliga,Eintracht Frankfurt,6.0,False
380,Flavius Daniliuc,Centre-Back,21,8.0,France,Ligue 1,OGC Nice,Italy,Serie A,US Salernitana 1919,5.8,False
381,Patrick Wimmer,Right Winger,21,8.0,Germany,2. Bundesliga,Arminia Bielefeld,Germany,Bundesliga,VfL Wolfsburg,5.0,False
382,Francisco Conceição,Right Winger,19,8.0,Portugal,Liga Portugal,FC Porto,Netherlands,Eredivisie,Ajax Amsterdam,5.0,False
383,Anders Dreyer,Right Winger,24,8.0,Russia,1.League,Rubin Kazan,Denmark,Superliga,FC Midtjylland,5.0,False
384,Carlos Vinícius,Centre-Forward,27,8.0,Portugal,Liga Portugal,SL Benfica,England,Premier League,Fulham FC,5.0,False
385,Denis Bouanga,Left Winger,27,8.0,France,Ligue 2,AS Saint-Étienne,United States,MLS,Los Angeles FC,4.55,False
